year,gender,nativeBorn,ageGroup,educGroup,vocab,age,educ
1996,female,yes,40-49,13-15 yrs,6,44,14
1996,male,yes,50-59,16 yrs,6,59,16
1996,male,yes,30-39,13-15 yrs,6,32,13
1996,female,yes,18-29,12 yrs,3,25,12
1996,male,yes,30-39,<12 yrs,5,34,9
1996,male,yes,18-29,<12 yrs,5,29,11
1996,female,yes,18-29,<12 yrs,6,28,8
1996,female,yes,50-59,<12 yrs,5,58,8
1996,female,yes,18-29,12 yrs,2,20,12
1996,female,yes,40-49,<12 yrs,2,41,3
1996,female,yes,18-29,12 yrs,6,23,12
1996,male,yes,60+,<12 yrs,2,63,9
1996,female,yes,30-39,13-15 yrs,5,30,14
1996,female,yes,18-29,16 yrs,7,26,16
1996,female,yes,30-39,12 yrs,6,39,12
1996,male,yes,60+,<12 yrs,NA,84,7
1996,female,yes,30-39,16 yrs,7,38,16
1996,female,yes,60+,13-15 yrs,8,74,15
1996,male,yes,50-59,>16 yrs,10,52,20
1996,female,yes,30-39,>16 yrs,7,39,19
1996,male,no,18-29,16 yrs,3,27,16
1996,male,no,50-59,13-15 yrs,10,56,13
1996,female,NA,40-49,13-15 yrs,6,43,13
1996,female,yes,50-59,12 yrs,5,51,12
1996,female,yes,60+,13-15 yrs,5,74,14
1996,male,yes,40-49,12 yrs,5,41,12
1996,male,yes,50-59,12 yrs,7,53,12
1996,female,yes,40-49,16 yrs,8,46,16
1996,male,yes,60+,<12 yrs,2,84,10
1996,male,yes,60+,13-15 yrs,5,69,14
1996,female,yes,60+,<12 yrs,5,73,6
1996,female,yes,60+,<12 yrs,2,71,10
1996,male,yes,60+,<12 yrs,6,65,11
1996,male,yes,18-29,<12 yrs,4,24,8
1996,female,yes,30-39,12 yrs,NA,35,12
1996,male,yes,30-39,<12 yrs,7,37,10
1996,female,yes,60+,<12 yrs,2,73,8
1996,female,yes,18-29,<12 yrs,3,29,11
1996,female,yes,30-39,13-15 yrs,4,39,14
1996,male,yes,50-59,13-15 yrs,8,56,15
1996,female,yes,40-49,<12 yrs,4,48,9
1996,female,yes,30-39,13-15 yrs,5,32,13
1996,male,yes,60+,>16 yrs,5,68,17
1996,male,yes,30-39,<12 yrs,3,34,11
1996,female,yes,60+,<12 yrs,6,62,11
1996,female,yes,18-29,12 yrs,4,27,12
1996,female,yes,60+,13-15 yrs,3,70,14
1996,male,yes,50-59,12 yrs,6,54,12
1996,female,yes,40-49,12 yrs,7,46,12
1996,male,yes,18-29,<12 yrs,7,19,11
1996,female,yes,40-49,13-15 yrs,7,48,14
1996,male,yes,40-49,>16 yrs,8,40,18
1996,female,yes,60+,12 yrs,8,61,12
1996,male,yes,30-39,12 yrs,8,35,12
1996,female,yes,18-29,12 yrs,5,25,12
1996,female,yes,30-39,16 yrs,6,34,16
1996,female,yes,50-59,12 yrs,4,59,12
1996,male,yes,50-59,<12 yrs,2,52,11
1996,male,yes,30-39,16 yrs,8,38,16
1996,male,yes,50-59,<12 yrs,3,51,10
1996,female,yes,30-39,12 yrs,7,33,12
1996,female,yes,30-39,16 yrs,6,36,16
1996,male,yes,60+,<12 yrs,3,65,8
1996,female,yes,30-39,12 yrs,3,39,12
1996,male,yes,60+,<12 yrs,4,70,10
1996,female,yes,18-29,<12 yrs,5,25,10
1996,female,no,40-49,<12 yrs,5,44,10
1996,male,yes,40-49,13-15 yrs,3,49,13
1996,male,yes,30-39,13-15 yrs,6,39,14
1996,male,yes,30-39,>16 yrs,5,39,17
1996,female,yes,40-49,12 yrs,4,49,12
1996,male,yes,50-59,13-15 yrs,5,51,13
1996,female,yes,18-29,12 yrs,5,22,12
1996,female,yes,60+,12 yrs,5,69,12
1996,male,yes,18-29,13-15 yrs,5,23,13
1996,female,yes,30-39,<12 yrs,0,37,11
1996,female,yes,60+,12 yrs,6,74,12
1996,female,yes,60+,12 yrs,7,60,12
1996,male,yes,60+,<12 yrs,5,78,11
1996,female,yes,30-39,13-15 yrs,6,30,13
1996,male,no,18-29,12 yrs,NA,29,12
1996,female,yes,60+,12 yrs,7,67,12
1996,female,yes,18-29,12 yrs,2,26,12
1996,female,yes,40-49,>16 yrs,10,40,18
1996,male,yes,30-39,13-15 yrs,6,30,14
1996,male,yes,30-39,12 yrs,10,37,12
1996,male,yes,40-49,13-15 yrs,7,40,14
1996,female,yes,18-29,<12 yrs,5,19,11
1996,male,yes,60+,<12 yrs,0,60,9
1996,female,yes,60+,16 yrs,8,70,16
1996,female,yes,50-59,12 yrs,6,58,12
1996,female,yes,18-29,13-15 yrs,5,25,15
1996,female,yes,30-39,>16 yrs,7,34,17
1996,female,yes,18-29,13-15 yrs,6,23,13
1996,female,yes,30-39,12 yrs,6,34,12
1996,female,yes,50-59,12 yrs,9,54,12
1996,female,yes,30-39,13-15 yrs,6,34,13
1996,male,yes,50-59,12 yrs,4,50,12
1996,female,yes,50-59,<12 yrs,2,54,11
1996,female,yes,40-49,<12 yrs,2,45,10
1996,male,yes,50-59,12 yrs,NA,56,12
1996,female,yes,18-29,12 yrs,3,19,12
1996,female,yes,50-59,12 yrs,5,50,12
1996,male,yes,60+,<12 yrs,NA,77,7
1996,male,yes,50-59,12 yrs,NA,58,12
1996,male,no,18-29,16 yrs,10,22,16
1996,female,yes,30-39,16 yrs,6,30,16
1996,male,yes,18-29,>16 yrs,8,29,19
1996,female,yes,18-29,13-15 yrs,8,25,14
1996,male,yes,18-29,13-15 yrs,6,25,15
1996,male,no,30-39,13-15 yrs,8,36,14
1996,female,yes,50-59,16 yrs,10,52,16
1996,female,yes,18-29,12 yrs,6,21,12
1996,male,yes,18-29,<12 yrs,6,27,11
1996,male,yes,30-39,13-15 yrs,6,32,13
1996,female,yes,18-29,>16 yrs,7,24,17
1996,female,yes,40-49,16 yrs,8,43,16
1996,female,yes,18-29,<12 yrs,2,19,11
1996,female,yes,40-49,16 yrs,6,44,16
1996,male,yes,18-29,12 yrs,4,25,12
1996,female,yes,18-29,13-15 yrs,4,24,14
1996,female,yes,18-29,<12 yrs,5,18,11
1996,female,yes,30-39,16 yrs,7,38,16
1996,female,yes,50-59,13-15 yrs,6,59,14
1996,female,yes,60+,13-15 yrs,8,70,13
1996,female,yes,40-49,13-15 yrs,6,41,13
1996,female,yes,40-49,13-15 yrs,10,48,15
1996,female,yes,30-39,16 yrs,7,37,16
1996,male,yes,40-49,13-15 yrs,6,48,15
1996,male,yes,18-29,>16 yrs,6,26,17
1996,female,yes,60+,12 yrs,2,77,12
1996,female,yes,40-49,>16 yrs,7,42,17
1996,male,yes,60+,13-15 yrs,6,69,15
1996,male,yes,30-39,13-15 yrs,8,34,14
1996,male,yes,50-59,13-15 yrs,7,57,14
1996,male,yes,40-49,13-15 yrs,7,40,14
1996,female,yes,40-49,12 yrs,8,42,12
1996,female,yes,40-49,12 yrs,6,44,12
1996,male,yes,40-49,13-15 yrs,6,41,14
1996,male,yes,18-29,<12 yrs,8,19,11
1996,male,yes,40-49,12 yrs,NA,42,12
1996,female,yes,50-59,<12 yrs,6,55,9
1996,male,yes,40-49,13-15 yrs,7,42,14
1996,female,yes,30-39,12 yrs,9,36,12
1996,male,no,30-39,12 yrs,4,38,12
1996,female,yes,50-59,13-15 yrs,NA,59,15
1996,female,yes,60+,12 yrs,NA,77,12
1996,female,yes,18-29,12 yrs,5,28,12
1996,female,yes,60+,12 yrs,6,74,12
1996,male,yes,30-39,<12 yrs,5,39,11
1996,male,yes,50-59,13-15 yrs,5,56,15
1996,female,yes,30-39,13-15 yrs,10,39,14
1996,male,yes,60+,12 yrs,5,60,12
1996,female,yes,50-59,13-15 yrs,5,51,14
1996,male,yes,60+,12 yrs,6,66,12
1996,female,yes,60+,12 yrs,9,75,12
1996,female,yes,60+,12 yrs,4,76,12
1996,female,yes,40-49,>16 yrs,9,48,17
1996,female,yes,60+,12 yrs,6,70,12
1996,female,yes,40-49,13-15 yrs,8,46,15
1996,female,yes,50-59,13-15 yrs,7,56,13
1996,male,yes,50-59,>16 yrs,9,54,20
1996,female,yes,40-49,>16 yrs,6,47,18
1996,male,yes,60+,<12 yrs,1,74,10
1996,male,yes,30-39,13-15 yrs,7,30,14
1996,male,yes,18-29,16 yrs,8,29,16
1996,male,yes,40-49,12 yrs,7,47,12
1996,male,yes,18-29,16 yrs,7,25,16
1996,female,yes,50-59,12 yrs,3,52,12
1996,male,yes,18-29,12 yrs,6,24,12
1996,female,yes,60+,12 yrs,7,62,12
1996,female,yes,18-29,12 yrs,5,24,12
1996,male,yes,18-29,12 yrs,6,29,12
1996,female,yes,40-49,13-15 yrs,8,43,14
1996,female,no,18-29,13-15 yrs,3,29,13
1996,male,yes,30-39,16 yrs,8,35,16
1996,female,yes,30-39,<12 yrs,5,31,11
1996,male,yes,30-39,<12 yrs,6,37,11
1996,female,yes,40-49,12 yrs,6,42,12
1996,male,yes,40-49,12 yrs,3,40,12
1996,female,yes,30-39,12 yrs,9,33,12
1998,female,yes,30-39,16 yrs,7,35,16
1998,male,yes,30-39,16 yrs,5,33,16
1998,male,yes,40-49,12 yrs,7,43,12
1998,male,yes,40-49,13-15 yrs,6,45,15
1998,male,yes,18-29,12 yrs,6,29,12
1998,female,yes,30-39,13-15 yrs,0,32,14
1998,male,yes,40-49,<12 yrs,1,43,9
1998,male,yes,40-49,16 yrs,6,42,16
1998,female,yes,60+,16 yrs,9,81,16
1998,male,yes,60+,>16 yrs,9,65,18
1998,female,yes,60+,12 yrs,NA,75,12
1998,female,yes,30-39,13-15 yrs,10,36,15
1998,female,yes,40-49,13-15 yrs,9,48,14
1998,male,yes,50-59,16 yrs,7,59,16
1998,female,yes,50-59,12 yrs,10,56,12
1998,female,no,50-59,16 yrs,9,50,16
1998,female,yes,50-59,16 yrs,6,50,16
1998,female,yes,18-29,<12 yrs,10,19,11
1998,female,yes,50-59,>16 yrs,10,56,17
1998,male,yes,50-59,16 yrs,9,57,16
1998,male,yes,18-29,16 yrs,4,25,16
1998,male,no,30-39,16 yrs,2,30,16
1998,male,yes,18-29,13-15 yrs,4,24,13
1998,female,yes,40-49,13-15 yrs,4,41,14
1998,male,yes,60+,>16 yrs,10,60,20
1998,female,yes,30-39,16 yrs,NA,37,16
1998,female,yes,60+,<12 yrs,4,81,6
1998,female,yes,30-39,>16 yrs,8,38,19
1998,female,yes,60+,<12 yrs,NA,76,11
1998,female,yes,60+,<12 yrs,3,86,7
1998,female,yes,60+,<12 yrs,7,73,11
1998,female,yes,50-59,<12 yrs,7,50,6
1998,female,yes,18-29,13-15 yrs,3,29,14
1998,female,yes,60+,12 yrs,0,74,12
1998,female,yes,40-49,>16 yrs,6,48,20
1998,female,yes,50-59,16 yrs,5,52,16
1998,female,yes,50-59,13-15 yrs,6,51,14
1998,male,yes,60+,12 yrs,8,64,12
1998,female,yes,40-49,12 yrs,9,44,12
1998,male,yes,30-39,13-15 yrs,6,34,14
1998,female,yes,40-49,12 yrs,4,46,12
1998,male,no,30-39,12 yrs,5,35,12
1998,male,yes,50-59,>16 yrs,10,51,18
1998,female,yes,60+,>16 yrs,9,64,19
1998,male,no,30-39,>16 yrs,9,33,20
1998,male,yes,60+,>16 yrs,9,69,17
1998,female,yes,40-49,16 yrs,7,42,16
1998,female,no,60+,>16 yrs,10,71,17
1998,female,yes,40-49,16 yrs,8,48,16
1998,female,yes,60+,12 yrs,6,72,12
1998,male,yes,18-29,<12 yrs,3,21,9
1998,female,yes,40-49,13-15 yrs,10,41,14
1998,female,yes,30-39,<12 yrs,NA,30,6
1998,female,yes,18-29,12 yrs,7,19,12
1998,male,yes,40-49,13-15 yrs,6,40,13
1998,male,yes,50-59,13-15 yrs,7,56,13
1998,female,yes,50-59,>16 yrs,8,54,18
1998,female,yes,18-29,13-15 yrs,7,29,14
1998,male,yes,18-29,16 yrs,7,23,16
1998,male,yes,50-59,<12 yrs,5,55,11
1998,female,yes,60+,<12 yrs,5,67,9
1998,male,yes,60+,12 yrs,5,71,12
1998,male,yes,60+,13-15 yrs,8,74,13
1998,male,yes,40-49,12 yrs,6,49,12
1998,female,yes,40-49,13-15 yrs,7,42,13
1998,female,yes,50-59,<12 yrs,8,55,9
1998,female,yes,60+,12 yrs,7,80,12
1998,female,yes,60+,12 yrs,7,61,12
1998,male,yes,30-39,<12 yrs,5,34,11
1998,female,yes,30-39,13-15 yrs,8,37,14
1998,female,yes,40-49,12 yrs,6,48,12
1998,male,yes,30-39,12 yrs,4,37,12
1998,female,yes,50-59,<12 yrs,7,52,10
1998,male,yes,40-49,12 yrs,9,43,12
1998,male,yes,40-49,16 yrs,2,48,16
1998,male,yes,40-49,<12 yrs,5,48,8
1998,female,yes,50-59,13-15 yrs,8,53,14
1998,female,yes,60+,12 yrs,8,67,12
1998,male,yes,40-49,13-15 yrs,9,40,14
1998,male,yes,18-29,13-15 yrs,6,25,13
1998,female,yes,30-39,12 yrs,9,35,12
1998,male,yes,30-39,12 yrs,4,33,12
1998,female,yes,60+,12 yrs,6,70,12
1998,female,yes,60+,12 yrs,7,69,12
1998,male,yes,18-29,12 yrs,7,20,12
1998,male,yes,40-49,16 yrs,10,42,16
1998,male,no,50-59,>16 yrs,9,59,17
1998,male,yes,40-49,>16 yrs,7,44,18
1998,female,yes,40-49,>16 yrs,8,44,20
1998,female,yes,30-39,16 yrs,8,35,16
1998,female,yes,40-49,>16 yrs,9,43,19
1998,female,yes,60+,<12 yrs,NA,89,9
1998,male,yes,40-49,>16 yrs,10,44,18
1998,female,yes,30-39,12 yrs,5,35,12
1998,female,yes,30-39,13-15 yrs,6,36,13
1998,female,yes,30-39,13-15 yrs,6,31,14
1998,male,no,40-49,13-15 yrs,6,45,14
1998,female,yes,30-39,>16 yrs,8,34,17
1998,female,yes,30-39,12 yrs,5,35,12
1998,female,no,60+,12 yrs,7,61,12
1998,female,yes,30-39,>16 yrs,6,36,18
1998,male,yes,18-29,16 yrs,8,24,16
1998,male,no,30-39,<12 yrs,NA,33,6
1998,female,yes,50-59,13-15 yrs,6,59,14
1998,female,yes,18-29,13-15 yrs,4,29,14
1998,male,no,40-49,>16 yrs,NA,41,17
1998,male,no,30-39,16 yrs,3,38,16
1998,male,yes,50-59,>16 yrs,9,55,17
1998,female,yes,50-59,13-15 yrs,8,52,13
1998,male,yes,30-39,13-15 yrs,7,37,14
1998,female,no,30-39,13-15 yrs,7,35,13
1998,male,yes,60+,12 yrs,6,79,12
1998,male,yes,30-39,13-15 yrs,6,35,13
1998,female,no,40-49,13-15 yrs,7,45,14
1998,female,yes,50-59,<12 yrs,6,55,8
1998,female,yes,60+,13-15 yrs,7,61,15
1998,male,no,40-49,16 yrs,9,40,16
1998,male,yes,50-59,12 yrs,4,50,12
1998,male,yes,50-59,13-15 yrs,6,57,13
1998,male,yes,18-29,12 yrs,4,29,12
1998,female,yes,18-29,12 yrs,7,29,12
1998,female,no,40-49,16 yrs,7,48,16
1998,male,yes,60+,12 yrs,5,71,12
1998,male,no,30-39,13-15 yrs,0,33,13
1998,female,yes,60+,12 yrs,4,61,12
1998,male,yes,50-59,<12 yrs,6,55,10
1998,female,yes,18-29,13-15 yrs,4,29,15
1998,female,yes,18-29,12 yrs,NA,19,12
1998,female,no,50-59,16 yrs,NA,50,16
1998,male,yes,40-49,13-15 yrs,5,44,14
1998,male,yes,40-49,12 yrs,NA,41,12
1998,female,no,30-39,13-15 yrs,6,39,13
1998,female,yes,40-49,12 yrs,5,46,12
1998,female,yes,30-39,13-15 yrs,6,39,13
1998,male,yes,40-49,12 yrs,5,40,12
1998,female,yes,30-39,12 yrs,6,34,12
1998,female,yes,40-49,13-15 yrs,6,41,13
1998,female,yes,40-49,<12 yrs,10,44,0
1998,female,yes,40-49,12 yrs,6,44,12
1998,female,yes,60+,12 yrs,5,65,12
1998,female,yes,18-29,12 yrs,5,25,12
1998,female,yes,60+,13-15 yrs,9,60,14
1998,male,yes,30-39,>16 yrs,10,38,20
1998,male,yes,50-59,13-15 yrs,9,52,14
1998,male,yes,30-39,>16 yrs,6,37,17
1998,female,yes,40-49,>16 yrs,10,47,20
1998,male,no,40-49,<12 yrs,4,46,8
1998,female,yes,40-49,>16 yrs,10,49,18
1998,male,no,18-29,>16 yrs,6,27,18
1998,male,yes,18-29,16 yrs,5,28,16
1998,female,yes,18-29,16 yrs,5,28,16
1998,female,yes,40-49,>16 yrs,9,48,18
1998,male,yes,50-59,16 yrs,10,51,16
1998,female,yes,50-59,>16 yrs,10,55,18
1998,male,no,50-59,16 yrs,3,55,16
1998,female,yes,40-49,13-15 yrs,10,46,14
1998,male,yes,30-39,13-15 yrs,7,35,14
1998,male,yes,60+,>16 yrs,6,60,17
1998,female,yes,30-39,13-15 yrs,6,34,13
1998,male,yes,30-39,16 yrs,7,36,16
1998,female,yes,40-49,12 yrs,8,46,12
1998,female,yes,40-49,13-15 yrs,6,44,14
1998,female,yes,60+,13-15 yrs,7,62,14
1998,male,yes,30-39,16 yrs,6,36,16
1998,female,yes,50-59,<12 yrs,NA,50,6
1998,female,yes,50-59,13-15 yrs,NA,56,13
1998,male,yes,30-39,16 yrs,7,39,16
1998,male,yes,30-39,13-15 yrs,7,38,14
1998,male,yes,50-59,>16 yrs,10,53,19
1998,male,yes,18-29,<12 yrs,3,24,11
1998,male,yes,18-29,13-15 yrs,9,23,13
1998,female,yes,60+,12 yrs,8,70,12
1998,female,yes,30-39,12 yrs,NA,39,12
1998,female,yes,30-39,13-15 yrs,6,39,14
1998,female,yes,30-39,12 yrs,NA,34,12
1998,male,yes,50-59,16 yrs,NA,53,16
1998,male,yes,30-39,>16 yrs,0,38,17
1998,female,yes,40-49,>16 yrs,6,43,18
1998,male,yes,40-49,16 yrs,7,48,16
1998,female,yes,40-49,16 yrs,NA,44,16
1998,male,yes,60+,>16 yrs,8,72,19
1998,female,yes,60+,13-15 yrs,7,62,14
1998,female,yes,40-49,13-15 yrs,7,40,15
1998,male,no,18-29,13-15 yrs,4,20,13
1998,male,yes,NA,12 yrs,5,NA,12
1998,female,yes,40-49,13-15 yrs,8,48,13
1998,male,yes,30-39,16 yrs,7,33,16
1998,female,yes,40-49,16 yrs,8,40,16
1998,male,no,30-39,13-15 yrs,3,33,15
1998,female,no,30-39,13-15 yrs,NA,30,14
1998,male,no,40-49,>16 yrs,3,42,17
1998,female,no,30-39,13-15 yrs,NA,34,15
1998,female,no,40-49,12 yrs,1,45,12
1998,male,no,50-59,>16 yrs,9,51,20
1998,female,yes,18-29,12 yrs,4,25,12
1998,female,yes,30-39,13-15 yrs,8,36,14
1998,male,yes,30-39,13-15 yrs,6,37,14
1998,male,yes,40-49,12 yrs,5,41,12
1998,female,yes,18-29,13-15 yrs,5,29,15
1998,male,yes,50-59,>16 yrs,9,55,20
1998,female,yes,50-59,12 yrs,8,54,12
1998,female,yes,18-29,12 yrs,5,27,12
1998,male,NA,30-39,<12 yrs,7,39,11
1998,male,yes,18-29,13-15 yrs,7,24,14
1998,male,yes,60+,13-15 yrs,6,66,13
1998,male,yes,18-29,12 yrs,8,20,12
1998,male,yes,NA,12 yrs,NA,NA,12
1998,male,no,40-49,<12 yrs,NA,42,8
1998,female,no,40-49,<12 yrs,8,40,8
1998,female,no,18-29,13-15 yrs,6,27,14
1998,female,yes,60+,12 yrs,4,60,12
1998,female,yes,40-49,12 yrs,3,41,12
1998,male,yes,18-29,13-15 yrs,5,26,13
1998,female,no,40-49,13-15 yrs,5,40,14
1998,female,no,60+,13-15 yrs,8,60,13
1998,female,yes,18-29,>16 yrs,7,25,17
1998,female,yes,18-29,12 yrs,4,19,12
1998,female,yes,30-39,13-15 yrs,5,35,14
1998,female,yes,50-59,16 yrs,8,51,16
1998,female,yes,60+,13-15 yrs,6,67,13
1998,male,yes,40-49,>16 yrs,5,40,19
1998,male,yes,40-49,13-15 yrs,7,42,14
1998,male,yes,18-29,12 yrs,6,23,12
1998,female,yes,30-39,13-15 yrs,7,36,14
1998,female,yes,60+,12 yrs,NA,70,12
1998,female,yes,40-49,13-15 yrs,6,41,14
1998,female,yes,60+,16 yrs,10,62,16
1998,female,yes,60+,13-15 yrs,8,85,15
1998,male,yes,60+,>16 yrs,6,71,18
1998,female,NA,30-39,16 yrs,8,34,16
1998,male,yes,50-59,>16 yrs,9,51,18
1998,female,yes,18-29,16 yrs,8,28,16
1998,female,yes,30-39,13-15 yrs,8,32,13
1998,male,yes,30-39,>16 yrs,9,30,18
1998,female,no,40-49,<12 yrs,1,45,5
1998,female,no,18-29,12 yrs,6,28,12
1998,male,no,30-39,13-15 yrs,5,37,15
1998,female,yes,60+,13-15 yrs,7,89,13
1998,male,yes,60+,<12 yrs,6,63,11
1998,female,yes,18-29,>16 yrs,7,28,18
1998,female,yes,60+,16 yrs,10,70,16
1998,male,yes,30-39,>16 yrs,NA,31,17
1998,female,yes,50-59,12 yrs,4,53,12
1998,female,yes,30-39,13-15 yrs,6,34,14
1998,female,yes,30-39,<12 yrs,6,39,11
1998,male,no,18-29,<12 yrs,3,26,8
1998,female,no,60+,<12 yrs,4,73,3
1998,female,yes,60+,<12 yrs,NA,89,8
1998,male,no,30-39,16 yrs,3,36,16
1998,male,no,60+,<12 yrs,NA,70,3
1998,female,no,30-39,13-15 yrs,7,32,13
1998,female,yes,30-39,16 yrs,9,34,16
1998,female,yes,18-29,13-15 yrs,6,25,14
1998,female,yes,40-49,>16 yrs,10,40,18
1998,male,no,18-29,16 yrs,8,26,16
1998,male,yes,30-39,16 yrs,6,34,16
1998,male,yes,60+,12 yrs,6,65,12
1998,male,no,30-39,16 yrs,3,32,16
1998,male,no,50-59,12 yrs,5,54,12
1998,female,yes,30-39,12 yrs,4,30,12
1998,female,yes,30-39,13-15 yrs,6,37,13
1998,male,yes,18-29,<12 yrs,2,29,10
1998,female,no,50-59,<12 yrs,3,53,11
1998,male,yes,60+,>16 yrs,5,82,17
1998,male,yes,60+,16 yrs,8,64,16
1998,female,yes,50-59,12 yrs,8,55,12
1998,female,yes,30-39,>16 yrs,9,36,19
1998,female,yes,30-39,16 yrs,7,35,16
1998,female,yes,18-29,12 yrs,6,19,12
1998,female,no,30-39,16 yrs,6,30,16
1998,female,yes,30-39,13-15 yrs,8,30,14
1998,female,yes,30-39,16 yrs,10,30,16
1998,male,yes,30-39,12 yrs,5,38,12
1998,female,yes,30-39,12 yrs,5,35,12
1998,male,yes,18-29,12 yrs,6,19,12
1998,female,yes,30-39,12 yrs,5,30,12
1998,female,yes,40-49,12 yrs,6,44,12
1998,female,yes,30-39,<12 yrs,3,31,10
1998,female,yes,60+,13-15 yrs,7,60,14
1998,female,yes,60+,12 yrs,10,88,12
1998,male,no,18-29,13-15 yrs,7,25,14
1998,male,no,30-39,13-15 yrs,10,37,15
1998,female,yes,50-59,13-15 yrs,9,55,15
1998,male,yes,30-39,16 yrs,8,33,16
1998,female,yes,30-39,16 yrs,6,30,16
1998,male,yes,50-59,13-15 yrs,7,57,13
1998,female,yes,60+,13-15 yrs,6,60,14
1998,male,yes,30-39,12 yrs,5,31,12
1998,male,yes,30-39,13-15 yrs,2,34,15
1998,male,yes,40-49,12 yrs,6,45,12
1998,female,yes,60+,12 yrs,5,81,12
1998,male,yes,50-59,12 yrs,6,51,12
1998,female,yes,18-29,13-15 yrs,5,21,13
1998,male,yes,18-29,12 yrs,8,27,12
1998,female,yes,60+,16 yrs,7,76,16
1998,female,yes,30-39,12 yrs,4,34,12
1998,female,yes,30-39,13-15 yrs,6,33,13
1998,male,yes,40-49,16 yrs,7,45,16
1998,male,yes,60+,12 yrs,2,80,12
1998,male,yes,60+,12 yrs,7,83,12
1998,male,yes,60+,16 yrs,8,68,16
1998,female,no,30-39,16 yrs,3,34,16
1998,male,yes,40-49,12 yrs,6,49,12
1998,female,yes,60+,16 yrs,6,60,16
1998,male,no,30-39,>16 yrs,6,36,18
1998,female,yes,50-59,13-15 yrs,8,55,13
1998,female,yes,18-29,<12 yrs,6,26,10
1998,female,no,18-29,12 yrs,0,19,12
1998,female,yes,18-29,12 yrs,4,28,12
1998,female,no,30-39,12 yrs,2,36,12
1998,female,no,50-59,<12 yrs,NA,53,7
1998,female,yes,40-49,12 yrs,6,42,12
1998,female,yes,50-59,12 yrs,6,55,12
1998,female,yes,30-39,<12 yrs,9,39,10
1998,female,yes,60+,12 yrs,6,78,12
1998,female,yes,18-29,12 yrs,4,27,12
1998,female,yes,60+,13-15 yrs,6,89,13
1998,male,yes,18-29,13-15 yrs,8,22,15
1998,male,yes,18-29,>16 yrs,9,24,17
1998,female,no,18-29,>16 yrs,6,27,17
1998,female,yes,18-29,12 yrs,6,26,12
1998,female,yes,50-59,13-15 yrs,5,54,13
1998,male,yes,60+,12 yrs,8,62,12
1998,male,yes,60+,<12 yrs,5,62,8
1998,male,yes,40-49,12 yrs,6,45,12
1998,female,yes,40-49,12 yrs,4,49,12
1998,female,yes,30-39,12 yrs,6,37,12
1998,female,yes,40-49,12 yrs,6,49,12
1998,male,yes,40-49,16 yrs,6,40,16
1998,female,yes,50-59,13-15 yrs,5,50,14
1998,female,yes,40-49,>16 yrs,6,46,17
1998,female,yes,50-59,<12 yrs,3,57,11
1998,female,yes,50-59,>16 yrs,NA,51,18
1998,female,yes,60+,12 yrs,8,85,12
1998,male,yes,30-39,12 yrs,6,39,12
1998,male,yes,40-49,13-15 yrs,5,45,13
1998,female,yes,60+,<12 yrs,6,68,9
1998,male,yes,18-29,12 yrs,4,20,12
1998,female,yes,50-59,16 yrs,10,53,16
1998,female,yes,18-29,16 yrs,6,23,16
1998,male,yes,50-59,16 yrs,5,55,16
1998,female,yes,30-39,16 yrs,8,34,16
1998,female,yes,50-59,>16 yrs,7,53,17
1998,female,yes,30-39,13-15 yrs,7,38,15
1998,male,yes,60+,<12 yrs,4,82,8
1998,female,yes,30-39,16 yrs,7,36,16
1998,female,yes,50-59,12 yrs,7,58,12
1998,male,yes,40-49,12 yrs,4,41,12
1998,female,yes,60+,12 yrs,9,87,12
1998,female,yes,60+,<12 yrs,4,61,11
1998,female,yes,60+,12 yrs,10,67,12
1998,female,yes,50-59,12 yrs,10,57,12
1998,male,yes,40-49,<12 yrs,5,49,11
1998,male,yes,60+,<12 yrs,4,64,8
1998,male,no,40-49,>16 yrs,10,44,20
1998,female,yes,50-59,16 yrs,9,56,16
1998,male,yes,40-49,16 yrs,9,40,16
1998,female,yes,30-39,16 yrs,10,33,16
1998,male,yes,50-59,16 yrs,9,55,16
1998,female,yes,60+,12 yrs,6,69,12
1998,male,yes,18-29,16 yrs,6,23,16
1998,female,yes,18-29,>16 yrs,7,25,17
1998,female,yes,60+,13-15 yrs,6,75,14
1998,female,yes,30-39,13-15 yrs,8,37,14
1998,male,yes,30-39,>16 yrs,8,32,19
1998,female,yes,60+,12 yrs,7,87,12
1998,male,yes,60+,<12 yrs,4,60,11
1998,female,yes,40-49,16 yrs,7,40,16
1998,male,yes,30-39,16 yrs,7,34,16
1998,male,yes,30-39,13-15 yrs,8,38,14
1998,male,yes,30-39,<12 yrs,8,33,11
1998,male,yes,30-39,<12 yrs,7,36,11
1998,male,yes,60+,<12 yrs,5,70,9
1998,female,yes,50-59,16 yrs,10,51,16
1998,female,yes,60+,<12 yrs,4,71,10
1998,male,yes,60+,<12 yrs,4,72,5
1998,female,yes,50-59,<12 yrs,3,55,5
1998,female,yes,60+,16 yrs,9,61,16
1998,female,yes,18-29,13-15 yrs,6,20,13
1998,female,yes,60+,13-15 yrs,7,73,14
1998,female,yes,60+,<12 yrs,5,72,9
1998,male,yes,18-29,13-15 yrs,7,22,14
1998,female,yes,60+,<12 yrs,1,68,8
1998,male,yes,18-29,12 yrs,2,24,12
1998,male,yes,30-39,<12 yrs,4,39,8
1998,male,yes,18-29,<12 yrs,5,28,9
1998,female,yes,30-39,<12 yrs,3,32,10
